Region,Year,Land_Cover_Type,Area_sq_km,NDVI,Population_Density,Temperature_Anomaly
Arctic,2017,Agriculture,5689.306800932967,0.18765384973633664,34.929483046312136,0.39786499687432064
Europe,2023,Barren Land,4462.243881628999,0.7517415439722165,61.01036350193884,0.1476706096839491
Asia,2011,Urban,7546.337871135135,0.3442535928907961,240.66584007840066,-1.4367993823980694
Europe,2008,Barren Land,2205.2339788903705,0.42313476268401984,70.67055600283292,2.466114474870728
South America,2008,Wetlands,6680.861412536522,0.1395748278292439,52.45997096128248,-1.032048523246095
South America,2017,Agriculture,688.2230015843422,0.2916625978942715,31.089813326641345,-0.07543307739533982
North America,2017,Forest,1124.4293810418378,0.21778383763492007,260.06205970263534,1.5064108791500326
South America,2006,Urban,5115.88658687447,0.15032445114013018,897.8282039369224,-0.36602841242312945
Australia,2003,Urban,1060.8467268120166,0.24643655493765426,39.10839929544113,-0.3592809288870527
Europe,2012,Barren Land,2562.6803284921516,0.5151263271556086,209.33605137126906,-2.586784129563845
South America,2016,Water,7469.560626737825,0.2943005424221108,348.53092175107344,-1.309778814097226
Asia,2023,Water,1267.0784171515768,0.7138072421141254,205.4713816524305,0.561536970488119
Arctic,2001,Agriculture,6042.553300077277,0.10259229175189165,72.83626161023388,3.672835142345993
Arctic,2013,Forest,2460.114014131753,0.16953406805985655,5.456293099920926,1.1088487957003026
North America,2002,Forest,1164.9594702004872,0.7690052645689679,7.337994655112574,0.19673988318080612
Arctic,2004,Barren Land,3315.6676942839085,0.12889375467554676,14.492331568389602,4.708453522118506
Europe,2013,Barren Land,7135.472747323976,0.6430101727028714,243.23401418887573,0.5668017425834753
North America,2002,Water,1028.041699430476,0.8815530802369199,88.11289713213002,0.9760748059292919
Europe,2022,Wetlands,971.9033780937307,0.7650826297569225,55.333219498063336,-0.7660742476857028
Asia,2006,Forest,4999.614642528391,0.27361011874840685,490.17732823877736,1.552373367183563
North America,2017,Wetlands,2114.82528908482,0.5163987372026029,62.68906633925756,-0.6923107787822425
Africa,2012,Forest,16628.02681050983,0.5254287008951852,210.46307741151327,-0.8680049900031637
Australia,2022,Wetlands,4048.9156111909097,0.8933355305867177,926.8883659171881,1.4793784099428962
Australia,2021,Wetlands,6376.2078596799365,0.8715205613924663,284.5704518900911,-0.6369383655157521
Europe,2009,Forest,3947.6216308666267,0.2420275706600687,206.58132601501296,-0.0036749394152499957
Arctic,2024,Agriculture,1053.7391587218926,0.41349234880653335,13.400345029069738,3.6261853889807227
Africa,2012,Agriculture,2293.123862772221,0.25473467043076703,264.5181089504076,-0.9141209510078523
North America,2015,Barren Land,1721.104526496877,0.3555612013701994,397.62419998827335,-0.23680856612484233
Africa,2008,Wetlands,6981.705994622462,0.38272638378475476,622.4177297768601,-0.6102110546304553
Africa,2001,Wetlands,4840.305885596282,0.32945763609745726,377.77938528290156,-0.3287286159408466
Arctic,2022,Wetlands,545.3283558725383,0.39129751726677175,46.86476020619794,2.0392419490237335
North America,2004,Wetlands,5298.037423921351,0.3639459247011,27.772047309608748,1.340097816244559
Asia,2021,Wetlands,12462.07607202687,0.7533907352681529,4.343629014487668,1.6422909332517277
Arctic,2016,Water,1247.4951224267984,0.4477507266019829,39.77416182834826,2.1558397496795427
Africa,2022,Urban,2142.8321098154456,0.30904369210465465,109.22779652593995,-0.7265826840906734
Africa,2021,Wetlands,2847.64722396691,0.37691434114743383,756.396148956788,0.6780375962423159
Asia,2003,Water,2940.758260993294,0.6690019147302899,230.26468894193715,0.005265198737493542
Africa,2016,Agriculture,2010.2514042120138,0.5271387575928587,234.39102264239915,0.037897689047287235
Africa,2008,Wetlands,11108.17107214641,0.7292142271067269,533.5225995001267,-1.0318231640085909
Africa,2019,Agriculture,13975.303514649091,0.22247791571699338,486.46726418953864,-1.6170854346281178
Australia,2001,Barren Land,3557.10862767441,0.6105076741167231,365.4991477113326,-0.01891997697426398
Arctic,2023,Urban,3094.5753252653003,0.14378668373467754,35.12590607276152,0.9305412435975873
South America,2017,Forest,624.3973561332928,0.8507820819903745,217.32696317416614,-0.530267364841512
Arctic,2020,Urban,1141.8105105187858,0.17417488089660507,78.30411252818149,3.4826630850938107
Asia,2021,Wetlands,337.6801162578935,0.14672910462745606,663.9368932059992,-0.0701569587284586
Africa,2010,Wetlands,2965.4327185148113,0.37662349527383243,143.85233292927765,1.1070924490726382
Arctic,2012,Urban,2291.3400542905006,0.09624857308663022,48.995714421452476,2.296142992748377
Australia,2007,Urban,4952.945619911984,0.139124329085466,665.2210299343593,0.5838365855346236
Asia,2000,Barren Land,3585.4038566148834,0.3478316109379767,288.9007070725274,-0.5500368641993464
Europe,2016,Agriculture,1633.1640185211938,0.2409028853519411,243.29502036716576,1.1529114661876227
Arctic,2011,Forest,5143.656857859081,0.4502166734520997,33.43189345411039,2.3108282652635244
Europe,2003,Urban,13803.337702008916,0.33058209420305357,53.4011043674187,-0.2644018599207055
Africa,2020,Forest,7997.350390147395,0.1990342651888805,32.902522003772845,0.31029992960186553
Australia,2012,Urban,2135.415394536317,0.08956765176265558,514.690091313244,-0.7152424877538291
Australia,2008,Agriculture,3877.289900925475,0.28276239989748253,255.5206666960887,-0.29368211503907016
Arctic,2006,Forest,1305.5191853959739,0.30431399225000116,3.9204006609397837,1.944728566448309
Asia,2022,Water,1178.7387066409635,0.7329376266407737,161.51970345398206,-0.5256888986924604
Asia,2023,Agriculture,9793.028215936954,0.15716441981196017,106.24673794965912,1.558720109918989
Australia,2004,Forest,3923.7513716302774,0.7313404662320914,624.9817512782148,-0.4151829135430605
Asia,2004,Urban,6524.468237553514,0.08778734600653433,212.30784588066007,2.0825198141887395
Australia,2016,Urban,2620.121344982569,0.3508662617204049,258.478658263419,0.06726715117880241
Arctic,2008,Agriculture,1171.0051359804195,0.40950937234069673,8.04777394538265,1.7656703987898803
South America,2005,Agriculture,966.6900725997737,0.8596662791566015,481.42997342463804,-0.5044278930706932
Australia,2024,Urban,1495.5889936342414,0.07397244082646659,798.2124151393872,0.4224093060221115
Europe,2018,Forest,4313.564531471748,0.5885149275400242,471.779011348251,0.8941929324374686
Asia,2015,Water,777.7327359127723,0.23219725359870022,203.68994697282923,-2.5379363780710125
Australia,2020,Barren Land,3332.276931505133,0.5802844406265331,540.7046792312246,0.004883331484132131
Australia,2001,Agriculture,4729.623817935653,0.2861912901294913,62.46128664761129,-1.9880955458587632
Arctic,2009,Urban,1130.3790501132457,0.14330095733903533,3.6113029202176756,2.9818256871812023
Asia,2015,Forest,13752.940645834717,0.738242496623681,172.9930196611759,0.9996862343948505
South America,2004,Agriculture,5986.888250711704,0.557283675429815,60.097197933263246,0.04097377172690494
Arctic,2014,Forest,2930.3265380319417,0.4561090358233583,8.999140562446886,2.208394367080508
South America,2012,Agriculture,1729.6772527414498,0.5002184246679592,263.9274433669884,-1.4297655516389902
Arctic,2012,Urban,4028.4151766085233,0.06317627845530953,15.520561930884709,1.452713836525243
Asia,2012,Forest,3933.1000135587233,0.7158772769280846,602.7022590676215,-0.6121800621976892
North America,2014,Urban,3388.4579847431437,0.346260042303298,76.7048055403064,-0.44900493348778375
Asia,2013,Forest,4138.81260634077,0.6971129888104376,1722.5106335952983,0.8721741337044586
Asia,2007,Agriculture,1374.640552043893,0.6036955592315445,133.60192916414815,1.2817046637016662
South America,2010,Barren Land,5313.240822673764,0.8478005450077314,217.33120593494291,0.6105742404026271
South America,2017,Barren Land,900.6729830661527,0.5122200802461959,42.58387575737311,-0.32340650584985975
Asia,2023,Water,375.9609798683144,0.8970859693718339,259.7498825085426,-0.7461633716668601
Asia,2003,Water,4905.51599512354,0.22772963482646036,975.4576291270688,0.09052407961057403
Asia,2009,Wetlands,4232.549082568227,0.5296318744098562,415.1665108046502,0.2965222482159008
South America,2000,Urban,3167.5294759274198,0.10812826912460208,83.93582247506798,-0.22098240435120511
Asia,2004,Forest,1899.2385154947378,0.5551933136070649,175.3479521711831,-0.6590660079979529
Asia,2012,Water,2199.4274034112045,0.2364591276014145,166.2417335675731,0.6152554923398379
Africa,2000,Agriculture,1997.067512236421,0.2780230172206449,37.109827177452324,0.7135242888743198
North America,2022,Barren Land,3884.2817275992525,0.26864003970581085,651.0730466450244,-1.311933688974088
Europe,2007,Forest,298.8167910882303,0.4272300854630476,144.1161091860115,-0.38373585769703483
North America,2002,Wetlands,512.5503091046947,0.20768402761506916,204.51954203426524,0.7779016929471778
Africa,2002,Barren Land,2085.642955097916,0.747473739980013,123.92974239881177,0.9885812131777671
Europe,2006,Forest,3543.3304715806876,0.331848573400525,49.60238792329009,0.06456681144573231
Arctic,2003,Water,2976.449015602565,0.21662759805735005,69.71751633102357,2.3653343155392235
Asia,2002,Water,7781.467161347246,0.11284571058401945,11.434410532776583,0.2525381426746744
Africa,2014,Urban,3856.414797139504,0.07356209385017029,183.82493260442956,0.9543085960412565
Arctic,2007,Wetlands,5615.74036966295,0.40850876016530063,39.35736894149639,0.8907901794793671
Asia,2002,Forest,3410.40122560273,0.9236737956868276,110.82295760896844,0.2676054876641056
South America,2006,Wetlands,365.14215414075176,0.7727379619641557,177.19266920521864,-0.888858549297547
Australia,2017,Agriculture,1171.1524570468175,0.42908273380388573,249.36247428672937,1.0880809225346597
Africa,2010,Wetlands,1997.3094386271814,0.21322463908133138,1913.3188172585421,-1.0583469437718556
South America,2010,Water,1639.0557198455667,0.1863156171954529,426.0190578756892,0.4084889699654987
Africa,2016,Urban,3542.276743978762,0.23379287193622897,1229.3100064310568,-0.8835007192492477
Africa,2005,Water,9953.836562276394,0.7625546039269037,425.29734012360467,0.7524241183376139
South America,2007,Barren Land,2725.713278906909,0.8200915857121944,94.02425165443972,0.4392889603298624
Europe,2000,Water,1823.52674869365,0.33098532044818124,101.68789810565794,0.23966322379558225
North America,2009,Forest,5879.342607466732,0.4281855070401154,518.5750747487863,1.9609353726684755
Asia,2024,Urban,5849.101825715311,0.0722805301956559,167.43465704679508,-0.7025280580323823
Africa,2018,Forest,333.61836588224367,0.8634333976972914,166.46089877119238,0.9260707463709755
Asia,2002,Agriculture,2954.7736056532485,0.3205522168969111,870.6399381449552,1.1720125348620647
Australia,2003,Agriculture,7224.928848767331,0.4847435756507438,3.996451504848662,0.9263575093978077
South America,2010,Water,2603.035349434046,0.8431178436230659,223.31122860389948,-0.6773488137151568
Asia,2014,Urban,1224.4375997083864,0.28070903370397987,447.59869016574055,-0.23459780856533066
South America,2000,Wetlands,5579.346360602416,0.14219031703125742,399.7339781015787,-0.6059637151709758
Asia,2008,Urban,1062.294695946546,0.0426094702270175,137.45780202603925,-0.2973001404772973
North America,2010,Urban,3447.7202610767577,0.2919705362817306,230.1339195678973,-0.8411700976298124
North America,2018,Urban,2580.6435299619384,0.21680007583318264,1.6778717605160587,-0.36324291203918013
North America,2012,Water,621.9480261916775,0.6762675274901607,229.605878580332,1.4676270013957555
North America,2015,Forest,6409.258394808805,0.270542708953549,267.7731598201604,-0.3192377596286614
North America,2003,Water,4113.000505096464,0.7976382799764962,623.3320902446821,0.10583689199114905
North America,2000,Wetlands,7981.11435221132,0.7186599832115695,70.99680665906737,-0.7254315924488861
South America,2019,Forest,2962.860273730084,0.9752053574924291,523.1406882684375,-0.014992424805578526
Africa,2012,Wetlands,1967.6691997682951,0.3728768661259767,455.7902722574829,0.8266708117804293
Asia,2000,Barren Land,683.9488462918648,0.32056415622659706,329.01201003414326,0.4894490316016261
North America,2004,Barren Land,5930.463754676883,0.22138515193914154,150.4546415631955,1.4182930341051323
South America,2004,Forest,1196.053539945798,1.0128849676291172,137.39139569969092,-1.2098078344792922
South America,2013,Water,13704.266824171522,0.24146336284627257,364.47091920389437,-0.7563678170507129
South America,2022,Wetlands,10068.327812074333,0.19545378696920404,1388.323351379655,-0.412900783275693
Africa,2013,Wetlands,4788.400704554844,0.25414256718942585,187.12389725816192,1.5249178386420368
Asia,2007,Agriculture,2430.9566880486855,0.7171053814080907,752.5131821250895,0.2987853116391286
Africa,2003,Wetlands,2440.342369699991,0.8116233879863047,317.9544468251242,-1.4170608040783195
Europe,2006,Water,1807.2165989260448,0.7487307651971394,607.8627287380175,1.092236683879941
Arctic,2019,Agriculture,12093.231037875448,0.2752954211485139,7.345975198807358,2.109592658815508
South America,2018,Water,2132.6293784856284,0.8951074006221785,430.9380555006756,0.8903201616494769
Europe,2014,Urban,4329.604156588642,0.06203330063790361,540.4402513597859,1.5835510236380306
Australia,2021,Wetlands,4568.512362726237,0.7937533422573004,535.4395775563163,-0.9775990608065129
North America,2003,Urban,6166.147233686587,0.17686843574840605,460.732717934253,1.583233396040166
Arctic,2018,Barren Land,4069.7084999063586,0.23204893948218658,10.88060206078466,1.9257990288900215
North America,2008,Barren Land,2988.560810417226,0.20207591492102442,221.4121227601351,-0.4139198833679409
Africa,2020,Forest,2234.7551278875812,0.1520956553796753,128.25118448633626,0.15466327517836412
Arctic,2012,Wetlands,4483.274073421132,0.1766513304277733,12.60058108402503,0.8074993204136616
Asia,2013,Agriculture,3820.8312316401457,0.23988282649114342,107.52531719006143,-0.019928336061564095
Europe,2022,Urban,2098.4365557900587,0.19466840194281973,100.3176805373457,-0.24269190453871414
Asia,2013,Water,4209.243601226996,0.21786442084301758,354.6846004899204,-0.9381512282772437
Africa,2021,Wetlands,4191.54114346945,0.2103421892018206,378.2073006289235,-0.6463916031781279
North America,2009,Forest,3821.612269937978,0.9618998247396954,68.54643038714629,1.1381203005859863
Arctic,2015,Water,5123.547659830578,0.4185178805305636,35.28282355545752,1.822322185518861
Asia,2004,Urban,3419.81902807227,0.3485491867481312,103.19895222006484,-0.9807306680810138
Asia,2022,Wetlands,5469.685228235938,0.6444019542991295,67.5881338758721,0.44815935977694216
North America,2005,Urban,3373.1331352890725,0.28672528153467824,412.6085582638406,0.7666542635504155
Arctic,2001,Wetlands,6162.683543000077,0.3843139020970517,13.52335707581549,1.997998535557518
Europe,2012,Wetlands,2336.2891595659125,0.6271376472965315,252.73824038008283,-1.2341266849420696
North America,2012,Urban,1233.6144754191926,0.14567779350480933,66.98955417069735,-2.546508406599777
Asia,2018,Urban,3685.4006190490304,0.09004383949872773,285.33751690770725,-0.9008442886372946
Europe,2017,Water,9156.557533061603,0.28981864572652005,69.95567926225763,1.0542583936075949
Europe,2018,Forest,5740.912658958264,0.926797489348764,54.772169024797506,0.9628433958991285
North America,2000,Urban,9083.3647099848,0.2627511162517892,146.586476307762,-0.7960470455286486
Asia,2007,Barren Land,2083.5544418163354,0.46463661082092134,468.28267951045046,-0.2359182308703682
